model,tag,variant_name,source_pair_id,variant_pair_id,lang_b,problem_id,transformation_type,validation_status,original_prediction_text,original_prediction_is_clone,original_prob_yes,variant_prediction_text,variant_prediction_is_clone,variant_prob_yes,decision_consistent,decision_changed,clone_preserved,clone_rejected,prob_yes_drop,rename_map,semantic_variant_kind
a4_full,breaking_v2_mini,breaking,a3d07435000e7d0c,a3d07435000e7d0c__breakv2_final_cout_expr_perturb,C++,p03254,final_cout_expr_perturb,auto_pass,yes,True,0.5906,yes,True,0.597327,True,False,True,False,-0.0067270000000000385,{},semantic_breaking_v2
a4_full,breaking_v2_mini,breaking,d581815418c7e597,d581815418c7e597__breakv2_final_cout_expr_perturb,C++,p02612,final_cout_expr_perturb,manual_required,yes,True,0.913,yes,True,0.911493,True,False,True,False,0.001507000000000036,{},semantic_breaking_v2
a4_full,breaking_v2_mini,breaking,da23e4f930a96b3f,da23e4f930a96b3f__breakv2_final_cout_expr_perturb,C++,p02898,final_cout_expr_perturb,auto_pass,yes,True,0.7316,yes,True,0.741494,True,False,True,False,-0.009893999999999958,{},semantic_breaking_v2
a4_full,breaking_v2_mini,breaking,fb99e319252f2031,fb99e319252f2031__breakv2_final_cout_expr_perturb,C++,p02741,final_cout_expr_perturb,manual_required,yes,True,0.5356,yes,True,0.534221,True,False,True,False,0.001379000000000019,{},semantic_breaking_v2
a4_full,breaking_v2_mini,breaking,5fb03a234a88bb66,5fb03a234a88bb66__breakv2_final_return_expr_perturb,C++,p02957,final_return_expr_perturb,auto_pass,yes,True,0.8296,yes,True,0.826736,True,False,True,False,0.0028639999999999777,{},semantic_breaking_v2
a4_full,breaking_v2_mini,breaking,1a19456dc6fcf835,1a19456dc6fcf835__breakv2_output_string_flip,C++,p02640,output_string_flip,auto_pass,yes,True,0.7358,yes,True,0.740821,True,False,True,False,-0.005020999999999942,{},semantic_breaking_v2
a4_full,breaking_v2_mini,breaking,46f9156e2a6bebb6,46f9156e2a6bebb6__breakv2_final_print_expr_perturb,Go,p02912,final_print_expr_perturb,manual_required,no,False,0.2928,no,False,0.29426,True,False,False,False,-0.0014600000000000168,{},semantic_breaking_v2
a4_full,breaking_v2_mini,breaking,c26cbadfe8ea06e1,c26cbadfe8ea06e1__breakv2_final_return_expr_perturb,Go,p03267,final_return_expr_perturb,manual_required,no,False,0.4382,no,False,0.438827,True,False,False,False,-0.0006270000000000442,{},semantic_breaking_v2
a4_full,breaking_v2_mini,breaking,a53b61f6bf590dc9,a53b61f6bf590dc9__breakv2_final_print_expr_perturb,Go,p02741,final_print_expr_perturb,manual_required,yes,True,0.6321,yes,True,0.627103,True,False,True,False,0.004997000000000029,{},semantic_breaking_v2
a4_full,breaking_v2_mini,breaking,4f9d69cb6a94ca01,4f9d69cb6a94ca01__breakv2_final_print_expr_perturb,Go,p02694,final_print_expr_perturb,manual_required,no,False,0.1344,no,False,0.145427,True,False,False,False,-0.011027000000000009,{},semantic_breaking_v2
a4_full,breaking_v2_mini,breaking,14c63a8170301676,14c63a8170301676__breakv2_final_return_expr_perturb,Go,p03206,final_return_expr_perturb,manual_required,yes,True,0.8937,yes,True,0.891071,True,False,True,False,0.0026290000000001035,{},semantic_breaking_v2
a4_full,breaking_v2_mini,breaking,e41cc8a5db397f54,e41cc8a5db397f54__breakv2_output_string_flip,Go,p02699,output_string_flip,manual_required,yes,True,0.833,yes,True,0.762609,True,False,True,False,0.07039099999999998,{},semantic_breaking_v2
a4_full,breaking_v2_mini,breaking,0a7ee5cd155e0464,0a7ee5cd155e0464__breakv2_final_print_expr_perturb,Go,p02927,final_print_expr_perturb,manual_required,yes,True,0.9429,yes,True,0.950965,True,False,True,False,-0.008064999999999989,{},semantic_breaking_v2
a4_full,breaking_v2_mini,breaking,e2e3ebdd8e3fcd12,e2e3ebdd8e3fcd12__breakv2_final_print_expr_perturb,Go,p02775,final_print_expr_perturb,manual_required,yes,True,0.5458,yes,True,0.544773,True,False,True,False,0.0010270000000000001,{},semantic_breaking_v2
a4_full,breaking_v2_mini,breaking,a8deed027c254394,a8deed027c254394__breakv2_final_console_expr_perturb,JavaScript,p03131,final_console_expr_perturb,auto_pass,yes,True,0.7903,yes,True,0.791386,True,False,True,False,-0.0010860000000000314,{},semantic_breaking_v2
a4_full,breaking_v2_mini,breaking,be51e56bfd5ef570,be51e56bfd5ef570__breakv2_final_console_expr_perturb,JavaScript,p02419,final_console_expr_perturb,auto_pass,no,False,0.2976,no,False,0.301464,True,False,False,False,-0.003864000000000034,{},semantic_breaking_v2
a4_full,breaking_v2_mini,breaking,688026d3d0aa82b9,688026d3d0aa82b9__breakv2_final_console_expr_perturb,JavaScript,p02741,final_console_expr_perturb,auto_pass,yes,True,0.5718,yes,True,0.5665,True,False,True,False,0.005299999999999971,{},semantic_breaking_v2
a4_full,breaking_v2_mini,breaking,dbcea0a9b822e338,dbcea0a9b822e338__breakv2_final_console_expr_perturb,JavaScript,p03254,final_console_expr_perturb,auto_pass,yes,True,0.796,yes,True,0.793824,True,False,True,False,0.0021760000000000668,{},semantic_breaking_v2
a4_full,breaking_v2_mini,breaking,9651bda37cc192f8,9651bda37cc192f8__breakv2_final_console_expr_perturb,JavaScript,p02927,final_console_expr_perturb,auto_pass,yes,True,0.7974,yes,True,0.797311,True,False,True,False,8.900000000000574e-05,{},semantic_breaking_v2
a4_full,breaking_v2_mini,breaking,089151f5e7341729,089151f5e7341729__breakv2_final_console_expr_perturb,JavaScript,p02898,final_console_expr_perturb,auto_pass,yes,True,0.69,yes,True,0.70636,True,False,True,False,-0.01636000000000004,{},semantic_breaking_v2
a4_full,breaking_v2_mini,breaking,ecefc144f1ba506e,ecefc144f1ba506e__breakv2_final_console_expr_perturb,JavaScript,p02985,final_console_expr_perturb,auto_pass,yes,True,0.7419,yes,True,0.744748,True,False,True,False,-0.0028479999999999617,{},semantic_breaking_v2
a4_full,breaking_v2_mini,breaking,9f9a3ebce5c12a17,9f9a3ebce5c12a17__breakv2_final_console_expr_perturb,JavaScript,p02685,final_console_expr_perturb,auto_pass,yes,True,0.7077,yes,True,0.706814,True,False,True,False,0.0008859999999999424,{},semantic_breaking_v2
