model,tag,variant_name,source_pair_id,variant_pair_id,lang_b,problem_id,transformation_type,validation_status,original_prediction_text,original_prediction_is_clone,original_prob_yes,variant_prediction_text,variant_prediction_is_clone,variant_prob_yes,decision_consistent,decision_changed,clone_preserved,clone_rejected,prob_yes_drop,rename_map,semantic_variant_kind
a4_full,phase5b,breaking,5b9ffe45cac5dcef,5b9ffe45cac5dcef__break_boolean_literal_flip,JavaScript,p03267,boolean_literal_flip,auto_pass,yes,True,0.6411,yes,True,0.648137,True,False,True,False,-0.00703699999999996,"{""cin"": ""renamedVar1"", ""ce"": ""renamedVar2"", ""te"": ""renamedVar3""}",semantic_breaking
a4_full,phase5b,breaking,7ef113cd6b0395bf,7ef113cd6b0395bf__break_comparator_flip,Go,p02852,comparator_flip,manual_required,yes,True,0.5934,yes,True,0.593934,True,False,True,False,-0.0005339999999999234,"{""dp"": ""renamedVar1"", ""blockSize"": ""renamedVar2"", ""blockNum"": ""renamedVar3""}",semantic_breaking
a4_full,phase5b,breaking,9debef7aaa13c827,9debef7aaa13c827__break_comparator_flip,Go,p03262,comparator_flip,manual_required,no,False,0.476,no,False,0.49169,True,False,False,False,-0.015690000000000037,"{""cities"": ""renamedVar1"", ""dis"": ""renamedVar2""}",semantic_breaking
a4_full,phase5b,breaking,f30ea2ae90715f6d,f30ea2ae90715f6d__break_comparator_flip,Go,p02797,comparator_flip,manual_required,yes,True,0.9094,yes,True,0.914827,True,False,True,False,-0.00542699999999996,"{""strs"": ""renamedVar1""}",semantic_breaking
a4_full,phase5b,breaking,5fb03a234a88bb66,5fb03a234a88bb66__break_comparator_flip,C++,p02957,comparator_flip,auto_pass,yes,True,0.8296,yes,True,0.844753,True,False,True,False,-0.015152999999999972,"{""a"": ""renamedVar1"", ""p"": ""renamedVar2"", ""q"": ""renamedVar3""}",semantic_breaking
a4_full,phase5b,breaking,65026679daddd9c4,65026679daddd9c4__break_comparator_flip,C++,p02696,comparator_flip,auto_pass,yes,True,0.6265,yes,True,0.626529,True,False,True,False,-2.9000000000056758e-05,"{""aa"": ""renamedVar1"", ""i"": ""renamedVar2""}",semantic_breaking
a4_full,phase5b,breaking,117ad1a0bf77f7b1,117ad1a0bf77f7b1__break_integer_literal_perturb,Python,p02399,integer_literal_perturb,auto_pass,no,False,0.4818,yes,True,0.512268,False,True,False,False,-0.03046799999999994,"{""line"": ""renamed_var_1"", ""numbers"": ""renamed_var_2"", ""item"": ""renamed_var_3""}",semantic_breaking
a4_full,phase5b,breaking,ecefc144f1ba506e,ecefc144f1ba506e__break_comparator_flip,JavaScript,p02985,comparator_flip,auto_pass,yes,True,0.7419,yes,True,0.739991,True,False,True,False,0.0019090000000000495,"{""nodes"": ""renamedVar1"", ""stack"": ""renamedVar2"", ""cc"": ""renamedVar3""}",semantic_breaking
a4_full,phase5b,breaking,688026d3d0aa82b9,688026d3d0aa82b9__break_comparator_flip,JavaScript,p02741,comparator_flip,auto_pass,yes,True,0.5718,yes,True,0.566519,True,False,True,False,0.00528099999999998,"{""list"": ""renamedVar1""}",semantic_breaking
a4_full,phase5b,breaking,5c8c08fabb74b213,5c8c08fabb74b213__break_comparator_flip,Python,p02898,comparator_flip,auto_pass,yes,True,0.7163,yes,True,0.710474,True,False,True,False,0.005825999999999998,"{""arr"": ""renamed_var_1"", ""start"": ""renamed_var_2"", ""end"": ""renamed_var_3""}",semantic_breaking
a4_full,phase5b,breaking,e41cc8a5db397f54,e41cc8a5db397f54__break_comparator_flip,Go,p02699,comparator_flip,manual_required,yes,True,0.833,yes,True,0.82686,True,False,True,False,0.006139999999999923,"{""answer"": ""renamedVar1""}",semantic_breaking
a4_full,phase5b,breaking,16c5331c15663611,16c5331c15663611__break_boolean_literal_flip,C++,p02694,boolean_literal_flip,auto_pass,no,False,0.2952,no,False,0.29536,True,False,False,False,-0.00015999999999999348,"{""a"": ""renamedVar1"", ""s"": ""renamedVar2"", ""k"": ""renamedVar3""}",semantic_breaking
a4_full,phase5b,breaking,a5880457ed30afb8,a5880457ed30afb8__break_comparator_flip,C++,p03162,comparator_flip,manual_required,yes,True,0.9513,yes,True,0.950541,True,False,True,False,0.0007590000000000652,"{""N"": ""renamedVar1"", ""M"": ""renamedVar2"", ""MOD"": ""renamedVar3""}",semantic_breaking
a4_full,phase5b,breaking,683c944b4865cb6c,683c944b4865cb6c__break_comparator_flip,Python,p02927,comparator_flip,auto_pass,yes,True,0.855,yes,True,0.847043,True,False,True,False,0.007956999999999992,"{""d_1"": ""renamed_var_1"", ""d_2"": ""renamed_var_2""}",semantic_breaking
a4_full,phase5b,breaking,35f2af3c7a290c8a,35f2af3c7a290c8a__break_comparator_flip,JavaScript,p03206,comparator_flip,auto_pass,yes,True,0.7612,yes,True,0.755924,True,False,True,False,0.005275999999999947,"{""day"": ""renamedVar1""}",semantic_breaking
a4_full,phase5b,breaking,e2e3ebdd8e3fcd12,e2e3ebdd8e3fcd12__break_comparator_flip,Go,p02775,comparator_flip,manual_required,yes,True,0.5458,yes,True,0.549342,True,False,True,False,-0.003542000000000045,"{""res"": ""renamedVar1"", ""dp"": ""renamedVar2"", ""num"": ""renamedVar3""}",semantic_breaking
a4_full,phase5b,breaking,11f877dbc473818c,11f877dbc473818c__break_answer_string_flip,JavaScript,p02700,answer_string_flip,auto_pass,no,False,0.416,no,False,0.34018,True,False,False,False,0.07582,"{""h1"": ""renamedVar1"", ""s1"": ""renamedVar2"", ""h2"": ""renamedVar3""}",semantic_breaking
a4_full,phase5b,breaking,45bfd695fa7f23ee,45bfd695fa7f23ee__break_comparator_flip,Python,p02823,comparator_flip,auto_pass,yes,True,0.908,yes,True,0.903949,True,False,True,False,0.004051000000000027,"{""temp"": ""renamed_var_1"", ""cnt1"": ""renamed_var_2"", ""cnt2"": ""renamed_var_3""}",semantic_breaking
a4_full,phase5b,breaking,252a2a6a872d7c16,252a2a6a872d7c16__break_boolean_literal_flip,C++,p02775,boolean_literal_flip,auto_pass,yes,True,0.9168,yes,True,0.916814,True,False,True,False,-1.4000000000069512e-05,"{""n"": ""renamedVar1"", ""flag"": ""renamedVar2"", ""i"": ""renamedVar3""}",semantic_breaking
a4_full,phase5b,breaking,59256ecdbda35f77,59256ecdbda35f77__break_boolean_literal_flip,JavaScript,p02912,boolean_literal_flip,auto_pass,no,False,0.3259,no,False,0.326033,True,False,False,False,-0.00013299999999999423,"{""idx"": ""renamedVar1"", ""parent"": ""renamedVar2"", ""val"": ""renamedVar3""}",semantic_breaking
a4_full,phase5b,breaking,95e313b105763103,95e313b105763103__break_comparator_flip,Python,p03267,comparator_flip,auto_pass,yes,True,0.7109,yes,True,0.712145,True,False,True,False,-0.0012450000000000516,"{""do"": ""renamed_var_1"", ""vertex"": ""renamed_var_2"", ""edge"": ""renamed_var_3""}",semantic_breaking
a4_full,phase5b,breaking,028535e0d1809887,028535e0d1809887__break_comparator_flip,Python,p02881,comparator_flip,auto_pass,yes,True,0.805,yes,True,0.801736,True,False,True,False,0.0032640000000000446,"{""nn"": ""renamed_var_1"", ""factors"": ""renamed_var_2"", ""best"": ""renamed_var_3""}",semantic_breaking
a4_full,phase5b,breaking,b1c2e481bebb96d8,b1c2e481bebb96d8__break_boolean_literal_flip,JavaScript,p02881,boolean_literal_flip,auto_pass,yes,True,0.5033,yes,True,0.503487,True,False,True,False,-0.00018700000000004824,"{""prime"": ""renamedVar1"", ""step"": ""renamedVar2"", ""limit"": ""renamedVar3""}",semantic_breaking
a4_full,phase5b,breaking,985a9c941871beb0,985a9c941871beb0__break_boolean_literal_flip,C++,p02797,boolean_literal_flip,manual_required,yes,True,0.9605,yes,True,0.960477,True,False,True,False,2.2999999999995246e-05,"{""k"": ""renamedVar1"", ""mx"": ""renamedVar2"", ""i"": ""renamedVar3""}",semantic_breaking
a4_full,phase5b,breaking,ffc2d2d81dddb23d,ffc2d2d81dddb23d__break_comparator_flip,JavaScript,p02612,comparator_flip,auto_pass,no,False,0.4002,no,False,0.405284,True,False,False,False,-0.005083999999999977,"{""result"": ""renamedVar1""}",semantic_breaking
a4_full,phase5b,breaking,842a4c0c5615af41,842a4c0c5615af41__break_boolean_literal_flip,C++,p02852,boolean_literal_flip,manual_required,yes,True,0.7679,yes,True,0.768017,True,False,True,False,-0.00011699999999992272,"{""N"": ""renamedVar1"", ""S"": ""renamedVar2"", ""flag"": ""renamedVar3""}",semantic_breaking
a4_full,phase5b,breaking,89de705cba0b2fd3,89de705cba0b2fd3__break_comparator_flip,C++,p02912,comparator_flip,manual_required,yes,True,0.8721,yes,True,0.870542,True,False,True,False,0.0015579999999999483,"{""i"": ""renamedVar1"", ""i2"": ""renamedVar2"", ""i3"": ""renamedVar3""}",semantic_breaking
a4_full,phase5b,breaking,1ce46fd19d65fc1f,1ce46fd19d65fc1f__break_comparator_flip,Python,p02685,comparator_flip,auto_pass,yes,True,0.6536,yes,True,0.66277,True,False,True,False,-0.009170000000000011,"{""mod"": ""renamed_var_1"", ""fact"": ""renamed_var_2"", ""fact_inv"": ""renamed_var_3""}",semantic_breaking
a4_full,phase5b,breaking,ce0ab7822f2dbdd2,ce0ab7822f2dbdd2__break_comparator_flip,C++,p02419,comparator_flip,auto_pass,no,False,0.1051,no,False,0.109182,True,False,False,False,-0.004082000000000002,"{""ch"": ""renamedVar1"", ""W"": ""renamedVar2"", ""i"": ""renamedVar3""}",semantic_breaking
a4_full,phase5b,breaking,2fd8bed5f5e180de,2fd8bed5f5e180de__break_comparator_flip,Go,p02957,comparator_flip,manual_required,yes,True,0.5866,yes,True,0.567202,True,False,True,False,0.019398000000000026,"{""sc"": ""renamedVar1"", ""sum"": ""renamedVar2""}",semantic_breaking
a4_full,phase5b,breaking,a21cd3722e0ba534,a21cd3722e0ba534__break_comparator_flip,Go,p02985,comparator_flip,manual_required,yes,True,0.8432,yes,True,0.850187,True,False,True,False,-0.0069870000000000765,"{""scanner"": ""renamedVar1"", ""nodes"": ""renamedVar2"", ""mod"": ""renamedVar3""}",semantic_breaking
a4_full,phase5b,breaking,1a19456dc6fcf835,1a19456dc6fcf835__break_answer_string_flip,C++,p02640,answer_string_flip,auto_pass,yes,True,0.7358,yes,True,0.740821,True,False,True,False,-0.005020999999999942,"{""x"": ""renamedVar1"", ""s"": ""renamedVar2"", ""u"": ""renamedVar3""}",semantic_breaking
a4_full,phase5b,breaking,91e6856c58727da2,91e6856c58727da2__break_comparator_flip,Python,p03315,comparator_flip,auto_pass,no,False,0.3922,no,False,0.38902,True,False,False,False,0.003180000000000016,"{""result"": ""renamed_var_1""}",semantic_breaking
a4_full,phase5b,breaking,667c4b2bf9af3b9e,667c4b2bf9af3b9e__break_comparator_flip,C++,p03315,comparator_flip,auto_pass,no,False,0.452,no,False,0.447827,True,False,False,False,0.004173000000000038,"{""s"": ""renamedVar1""}",semantic_breaking
a4_full,phase5b,breaking,916017934a2a7d8b,916017934a2a7d8b__break_comparator_flip,Python,p02701,comparator_flip,auto_pass,no,False,0.479,yes,True,0.504815,False,True,False,False,-0.025815000000000032,"{""sortS"": ""renamed_var_1"", ""count"": ""renamed_var_2""}",semantic_breaking
a4_full,phase5b,breaking,46f9156e2a6bebb6,46f9156e2a6bebb6__break_comparator_flip,Go,p02912,comparator_flip,manual_required,no,False,0.2928,no,False,0.292786,True,False,False,False,1.4000000000014001e-05,"{""item"": ""renamedVar1"", ""buf"": ""renamedVar2"", ""slice"": ""renamedVar3""}",semantic_breaking
a4_full,phase5b,breaking,c3fb32bd7916b2ef,c3fb32bd7916b2ef__break_comparator_flip,Python,p03162,comparator_flip,auto_pass,yes,True,0.86,yes,True,0.855984,True,False,True,False,0.0040160000000000196,"{""data"": ""renamed_var_1"", ""dp"": ""renamed_var_2"", ""string"": ""renamed_var_3""}",semantic_breaking
a4_full,phase5b,breaking,f3687bf8c6190962,f3687bf8c6190962__break_comparator_flip,Python,p03131,comparator_flip,auto_pass,yes,True,0.9188,yes,True,0.917649,True,False,True,False,0.001150999999999902,"{""cur"": ""renamed_var_1""}",semantic_breaking
a4_full,phase5b,breaking,a8332c76f4a7ceed,a8332c76f4a7ceed__break_boolean_literal_flip,Python,p02419,boolean_literal_flip,auto_pass,no,False,0.1285,no,False,0.108158,True,False,False,False,0.020342,"{""Counter"": ""renamed_var_1"", ""Text_W"": ""renamed_var_2"", ""Text_T"": ""renamed_var_3""}",semantic_breaking
a4_full,phase5b,breaking,abcc347bada723a0,abcc347bada723a0__break_boolean_literal_flip,C++,p02701,boolean_literal_flip,manual_required,no,False,0.2743,no,False,0.274223,True,False,False,False,7.699999999999374e-05,"{""n"": ""renamedVar1"", ""s"": ""renamedVar2"", ""zz"": ""renamedVar3""}",semantic_breaking
a4_full,phase5b,breaking,4a338c0ee00e93ff,4a338c0ee00e93ff__break_boolean_literal_flip,Python,p02852,boolean_literal_flip,auto_pass,yes,True,0.5468,yes,True,0.546935,True,False,True,False,-0.00013499999999999623,"{""sap"": ""renamed_var_1"", ""sl"": ""renamed_var_2"", ""xap"": ""renamed_var_3""}",semantic_breaking
a4_full,phase5b,breaking,cca4ff22383c99c0,cca4ff22383c99c0__break_comparator_flip,Python,p03254,comparator_flip,auto_pass,yes,True,0.6698,yes,True,0.66645,True,False,True,False,0.003349999999999964,"{""arr"": ""renamed_var_1"", ""best"": ""renamed_var_2"", ""temp"": ""renamed_var_3""}",semantic_breaking
a4_full,phase5b,breaking,6f15a2a012df4794,6f15a2a012df4794__break_comparator_flip,Python,p03262,comparator_flip,auto_pass,yes,True,0.8757,yes,True,0.873595,True,False,True,False,0.0021050000000000235,"{""x_lst"": ""renamed_var_1"", ""minimum"": ""renamed_var_2"", ""lst"": ""renamed_var_3""}",semantic_breaking
a4_full,phase5b,breaking,e6c5532af07da126,e6c5532af07da126__break_boolean_literal_flip,JavaScript,p02694,boolean_literal_flip,auto_pass,no,False,0.2934,no,False,0.293535,True,False,False,False,-0.00013499999999999623,"{""inputList"": ""renamedVar1"", ""target"": ""renamedVar2"", ""INTEREST"": ""renamedVar3""}",semantic_breaking
a4_full,phase5b,breaking,0369d33b9d056712,0369d33b9d056712__break_comparator_flip,Go,p02701,comparator_flip,manual_required,no,False,0.304,no,False,0.303643,True,False,False,False,0.0003569999999999962,"{""slice"": ""renamedVar1"", ""mp"": ""renamedVar2""}",semantic_breaking
a4_full,phase5b,breaking,a8deed027c254394,a8deed027c254394__break_comparator_flip,JavaScript,p03131,comparator_flip,auto_pass,yes,True,0.7903,yes,True,0.78775,True,False,True,False,0.0025500000000000522,"{""num1str"": ""renamedVar1"", ""num2str"": ""renamedVar2"", ""L1"": ""renamedVar3""}",semantic_breaking
a4_full,phase5b,breaking,530051f2f2db34d4,530051f2f2db34d4__break_comparator_flip,Python,p02694,comparator_flip,auto_pass,no,False,0.1721,no,False,0.172117,True,False,False,False,-1.6999999999989246e-05,"{""ini"": ""renamed_var_1"", ""inm"": ""renamed_var_2"", ""inl"": ""renamed_var_3""}",semantic_breaking
a4_full,phase5b,breaking,2557c26a26419c91,2557c26a26419c91__break_comparator_flip,C++,p02985,comparator_flip,auto_pass,yes,True,0.8578,yes,True,0.856535,True,False,True,False,0.0012649999999999606,"{""book"": ""renamedVar1"", ""son"": ""renamedVar2"", ""mod"": ""renamedVar3""}",semantic_breaking
a4_full,phase5b,breaking,4f9d69cb6a94ca01,4f9d69cb6a94ca01__break_comparator_flip,Go,p02694,comparator_flip,manual_required,no,False,0.1344,no,False,0.13133,True,False,False,False,0.0030699999999999894,"{""scanner"": ""renamedVar1"", ""money"": ""renamedVar2"", ""year"": ""renamedVar3""}",semantic_breaking
a4_full,phase5b,breaking,be51e56bfd5ef570,be51e56bfd5ef570__break_comparator_flip,JavaScript,p02419,comparator_flip,auto_pass,no,False,0.2976,no,False,0.300394,True,False,False,False,-0.0027940000000000187,"{""ws"": ""renamedVar1"", ""str"": ""renamedVar2"", ""sep"": ""renamedVar3""}",semantic_breaking
a4_full,phase5b,breaking,aea0af2dcac64e49,aea0af2dcac64e49__break_comparator_flip,JavaScript,p02699,comparator_flip,auto_pass,no,False,0.4454,no,False,0.435454,True,False,False,False,0.00994600000000001,"{""split"": ""renamedVar1"", ""sheep"": ""renamedVar2"", ""elf"": ""renamedVar3""}",semantic_breaking
a4_full,phase5b,breaking,0e413612fa1096d9,0e413612fa1096d9__break_comparator_flip,JavaScript,p02696,comparator_flip,auto_pass,yes,True,0.8004,yes,True,0.801532,True,False,True,False,-0.0011320000000000219,"{""max"": ""renamedVar1"", ""border"": ""renamedVar2"", ""now"": ""renamedVar3""}",semantic_breaking
a4_full,phase5b,breaking,14c63a8170301676,14c63a8170301676__break_comparator_flip,Go,p03206,comparator_flip,manual_required,yes,True,0.8937,yes,True,0.893695,True,False,True,False,5.000000000032756e-06,"{""scanner"": ""renamedVar1"", ""stringInput"": ""renamedVar2"", ""err"": ""renamedVar3""}",semantic_breaking
a4_full,phase5b,breaking,915c6b47c1804575,915c6b47c1804575__break_comparator_flip,C++,p02927,comparator_flip,manual_required,yes,True,0.8701,yes,True,0.870466,True,False,True,False,-0.00036599999999997745,"{""M"": ""renamedVar1"", ""D"": ""renamedVar2"", ""t"": ""renamedVar3""}",semantic_breaking
a4_full,phase5b,breaking,dbcea0a9b822e338,dbcea0a9b822e338__break_comparator_flip,JavaScript,p03254,comparator_flip,auto_pass,yes,True,0.796,yes,True,0.792706,True,False,True,False,0.003294000000000019,"{""tmp"": ""renamedVar1"", ""sum"": ""renamedVar2"", ""num"": ""renamedVar3""}",semantic_breaking
a4_full,phase5b,breaking,a3d07435000e7d0c,a3d07435000e7d0c__break_comparator_flip,C++,p03254,comparator_flip,auto_pass,yes,True,0.5906,yes,True,0.591284,True,False,True,False,-0.0006840000000000179,"{""N"": ""renamedVar1"", ""x"": ""renamedVar2"", ""a"": ""renamedVar3""}",semantic_breaking
a4_full,phase5b,breaking,115b20fd23d37ece,115b20fd23d37ece__break_comparator_flip,Python,p02985,comparator_flip,auto_pass,yes,True,0.8078,yes,True,0.807789,True,False,True,False,1.0999999999983245e-05,"{""mod"": ""renamed_var_1"", ""edge"": ""renamed_var_2"", ""pl"": ""renamed_var_3""}",semantic_breaking
a4_full,phase5b,breaking,c26cbadfe8ea06e1,c26cbadfe8ea06e1__break_comparator_flip,Go,p03267,comparator_flip,manual_required,no,False,0.4382,no,False,0.434416,True,False,False,False,0.003783999999999954,"{""ret"": ""renamedVar1"", ""maxWeights"": ""renamedVar2"", ""weight"": ""renamedVar3""}",semantic_breaking
a4_full,phase5b,breaking,282d2b3def29eda2,282d2b3def29eda2__break_answer_string_flip,Go,p02640,answer_string_flip,manual_required,yes,True,0.8095,yes,True,0.772184,True,False,True,False,0.037316000000000016,"{""neg"": ""renamedVar1"", ""scanner"": ""renamedVar2"", ""err"": ""renamedVar3""}",semantic_breaking
a4_full,phase5b,breaking,45b8e3ac55c656a5,45b8e3ac55c656a5__break_comparator_flip,Python,p03000,comparator_flip,auto_pass,no,False,0.4636,no,False,0.470968,True,False,False,False,-0.007367999999999986,"{""cnt"": ""renamed_var_1""}",semantic_breaking
a4_full,phase5b,breaking,250ba66423b35229,250ba66423b35229__break_comparator_flip,JavaScript,p02823,comparator_flip,auto_pass,yes,True,0.7469,yes,True,0.740121,True,False,True,False,0.0067789999999999795,"{""lines"": ""renamedVar1"", ""reader"": ""renamedVar2""}",semantic_breaking
a4_full,phase5b,breaking,2909f08c30de3750,2909f08c30de3750__break_boolean_literal_flip,C++,p03262,boolean_literal_flip,auto_pass,yes,True,0.7092,yes,True,0.709296,True,False,True,False,-9.599999999998499e-05,"{""i"": ""renamedVar1"", ""n"": ""renamedVar2"", ""nn"": ""renamedVar3""}",semantic_breaking
a4_full,phase5b,breaking,7d04aa8b4bccee7d,7d04aa8b4bccee7d__break_comparator_flip,Go,p02419,comparator_flip,manual_required,no,False,0.1246,no,False,0.123497,True,False,False,False,0.0011030000000000068,"{""count"": ""renamedVar1""}",semantic_breaking
a4_full,phase5b,breaking,d581815418c7e597,d581815418c7e597__break_comparator_flip,C++,p02612,comparator_flip,manual_required,yes,True,0.913,yes,True,0.90994,True,False,True,False,0.0030600000000000627,"{""n"": ""renamedVar1""}",semantic_breaking
a4_full,phase5b,breaking,0d62e25fedf48833,0d62e25fedf48833__break_comparator_flip,Go,p03162,comparator_flip,manual_required,yes,True,0.9024,yes,True,0.901286,True,False,True,False,0.0011139999999999484,"{""sl"": ""renamedVar1"", ""max"": ""renamedVar2"", ""scan"": ""renamedVar3""}",semantic_breaking
a4_full,phase5b,breaking,64c5ab2f4bf9d957,64c5ab2f4bf9d957__break_comparator_flip,Go,p02399,comparator_flip,manual_required,yes,True,0.6314,yes,True,0.637804,True,False,True,False,-0.006404000000000076,"{""listv"": ""renamedVar1"", ""ret"": ""renamedVar2"", ""scanner"": ""renamedVar3""}",semantic_breaking
a4_full,phase5b,breaking,d9bda7d86d4f2e8b,d9bda7d86d4f2e8b__break_answer_string_flip,C++,p02700,answer_string_flip,manual_required,yes,True,0.7376,yes,True,0.737495,True,False,True,False,0.00010500000000002174,"{""A"": ""renamedVar1""}",semantic_breaking
a4_full,phase5b,breaking,fd8279e7a0d30f31,fd8279e7a0d30f31__break_boolean_literal_flip,JavaScript,p02775,boolean_literal_flip,auto_pass,yes,True,0.7037,yes,True,0.703846,True,False,True,False,-0.00014599999999997948,"{""vec_N"": ""renamedVar1"", ""vec_tf"": ""renamedVar2"", ""num"": ""renamedVar3""}",semantic_breaking
a4_full,phase5b,breaking,79a5008344e8bc86,79a5008344e8bc86__break_comparator_flip,C++,p02685,comparator_flip,manual_required,yes,True,0.7308,yes,True,0.728914,True,False,True,False,0.0018860000000000543,"{""i"": ""renamedVar1"", ""j"": ""renamedVar2""}",semantic_breaking
a4_full,phase5b,breaking,da23e4f930a96b3f,da23e4f930a96b3f__break_comparator_flip,C++,p02898,comparator_flip,auto_pass,yes,True,0.7316,yes,True,0.725694,True,False,True,False,0.005906000000000078,"{""N"": ""renamedVar1"", ""h"": ""renamedVar2"", ""a"": ""renamedVar3""}",semantic_breaking
a4_full,phase5b,breaking,76bc1795ffa5932c,76bc1795ffa5932c__break_comparator_flip,JavaScript,p02797,comparator_flip,auto_pass,yes,True,0.7073,yes,True,0.709372,True,False,True,False,-0.0020719999999999628,"{""list"": ""renamedVar1"", ""no"": ""renamedVar2""}",semantic_breaking
a4_full,phase5b,breaking,ea2433d2cff65664,ea2433d2cff65664__break_boolean_literal_flip,Python,p02699,boolean_literal_flip,auto_pass,no,False,0.011,no,False,0.011045,True,False,False,False,-4.49999999999999e-05,"{""val"": ""renamed_var_1"", ""mid"": ""renamed_var_2"", ""prime"": ""renamed_var_3""}",semantic_breaking
a4_full,phase5b,breaking,a53b61f6bf590dc9,a53b61f6bf590dc9__break_integer_literal_perturb,Go,p02741,integer_literal_perturb,manual_required,yes,True,0.6321,yes,True,0.602449,True,False,True,False,0.029650999999999983,"{""array"": ""renamedVar1""}",semantic_breaking
a4_full,phase5b,breaking,0a7ee5cd155e0464,0a7ee5cd155e0464__break_comparator_flip,Go,p02927,comparator_flip,manual_required,yes,True,0.9429,yes,True,0.940988,True,False,True,False,0.0019119999999999138,"{""d1"": ""renamedVar1""}",semantic_breaking
a4_full,phase5b,breaking,fb99e319252f2031,fb99e319252f2031__break_comparator_flip,C++,p02741,comparator_flip,manual_required,yes,True,0.5356,yes,True,0.529003,True,False,True,False,0.006596999999999964,"{""i"": ""renamedVar1""}",semantic_breaking
a4_full,phase5b,breaking,e52139cdb5ee23b0,e52139cdb5ee23b0__break_answer_string_flip,Python,p03293,answer_string_flip,auto_pass,yes,True,0.563,no,False,0.486123,False,True,False,True,0.07687699999999992,"{""pos"": ""renamed_var_1""}",semantic_breaking
a4_full,phase5b,breaking,9f9a3ebce5c12a17,9f9a3ebce5c12a17__break_comparator_flip,JavaScript,p02685,comparator_flip,auto_pass,yes,True,0.7077,yes,True,0.705477,True,False,True,False,0.002222999999999975,"{""cin"": ""renamedVar1"", ""mod"": ""renamedVar2"", ""max"": ""renamedVar3""}",semantic_breaking
a4_full,phase5b,breaking,2fa5a5b592becc33,2fa5a5b592becc33__break_comparator_flip,Go,p02898,comparator_flip,manual_required,yes,True,0.8081,yes,True,0.802978,True,False,True,False,0.005122000000000071,"{""list"": ""renamedVar1"", ""count"": ""renamedVar2""}",semantic_breaking
