model,tag,variant_name,source_pair_id,variant_pair_id,lang_b,problem_id,transformation_type,validation_status,original_prediction_text,original_prediction_is_clone,original_prob_yes,variant_prediction_text,variant_prediction_is_clone,variant_prob_yes,decision_consistent,decision_changed,clone_preserved,clone_rejected,prob_yes_drop,rename_map,semantic_variant_kind
a4_full,phase5b,preserving,115b20fd23d37ece,115b20fd23d37ece__preserve_idrename,Python,p02985,identifier_rename,auto_pass,yes,True,0.8078,yes,True,0.817811,True,False,True,False,-0.010010999999999992,"{""mod"": ""renamed_var_1"", ""edge"": ""renamed_var_2"", ""pl"": ""renamed_var_3""}",semantic_preserving
a4_full,phase5b,preserving,91e6856c58727da2,91e6856c58727da2__preserve_idrename,Python,p03315,identifier_rename,auto_pass,no,False,0.3922,no,False,0.396441,True,False,False,False,-0.004240999999999995,"{""result"": ""renamed_var_1""}",semantic_preserving
a4_full,phase5b,preserving,117ad1a0bf77f7b1,117ad1a0bf77f7b1__preserve_idrename,Python,p02399,identifier_rename,auto_pass,no,False,0.4818,no,False,0.492015,True,False,False,False,-0.010214999999999974,"{""line"": ""renamed_var_1"", ""numbers"": ""renamed_var_2"", ""item"": ""renamed_var_3""}",semantic_preserving
a4_full,phase5b,preserving,a8332c76f4a7ceed,a8332c76f4a7ceed__preserve_idrename,Python,p02419,identifier_rename,auto_pass,no,False,0.1285,no,False,0.133506,True,False,False,False,-0.0050060000000000104,"{""Counter"": ""renamed_var_1"", ""Text_W"": ""renamed_var_2"", ""Text_T"": ""renamed_var_3""}",semantic_preserving
a4_full,phase5b,preserving,530051f2f2db34d4,530051f2f2db34d4__preserve_idrename,Python,p02694,identifier_rename,auto_pass,no,False,0.1721,no,False,0.175418,True,False,False,False,-0.0033179999999999876,"{""ini"": ""renamed_var_1"", ""inm"": ""renamed_var_2"", ""inl"": ""renamed_var_3""}",semantic_preserving
a4_full,phase5b,preserving,c689157cf42dc511,c689157cf42dc511__preserve_idrename,Python,p02696,identifier_rename,auto_pass,no,False,0.3375,no,False,0.342154,True,False,False,False,-0.0046539999999999915,"{""inf"": ""renamed_var_1"", ""eps"": ""renamed_var_2"", ""mod"": ""renamed_var_3""}",semantic_preserving
a4_full,phase5b,preserving,1ce46fd19d65fc1f,1ce46fd19d65fc1f__preserve_idrename,Python,p02685,identifier_rename,auto_pass,yes,True,0.6536,yes,True,0.677828,True,False,True,False,-0.024228000000000027,"{""mod"": ""renamed_var_1"", ""fact"": ""renamed_var_2"", ""fact_inv"": ""renamed_var_3""}",semantic_preserving
a4_full,phase5b,preserving,c3fb32bd7916b2ef,c3fb32bd7916b2ef__preserve_idrename,Python,p03162,identifier_rename,auto_pass,yes,True,0.86,yes,True,0.725289,True,False,True,False,0.13471100000000003,"{""data"": ""renamed_var_1"", ""dp"": ""renamed_var_2"", ""string"": ""renamed_var_3""}",semantic_preserving
a4_full,phase5b,preserving,028535e0d1809887,028535e0d1809887__preserve_idrename,Python,p02881,identifier_rename,auto_pass,yes,True,0.805,yes,True,0.749109,True,False,True,False,0.055891000000000024,"{""nn"": ""renamed_var_1"", ""factors"": ""renamed_var_2"", ""best"": ""renamed_var_3""}",semantic_preserving
a4_full,phase5b,preserving,e52139cdb5ee23b0,e52139cdb5ee23b0__preserve_idrename,Python,p03293,identifier_rename,auto_pass,yes,True,0.563,yes,True,0.580174,True,False,True,False,-0.017174000000000023,"{""pos"": ""renamed_var_1""}",semantic_preserving
a4_full,phase5b,preserving,5c8c08fabb74b213,5c8c08fabb74b213__preserve_idrename,Python,p02898,identifier_rename,auto_pass,yes,True,0.7163,yes,True,0.734464,True,False,True,False,-0.018163999999999958,"{""arr"": ""renamed_var_1"", ""start"": ""renamed_var_2"", ""end"": ""renamed_var_3""}",semantic_preserving
a4_full,phase5b,preserving,916017934a2a7d8b,916017934a2a7d8b__preserve_idrename,Python,p02701,identifier_rename,auto_pass,no,False,0.479,no,False,0.488566,True,False,False,False,-0.009566000000000019,"{""sortS"": ""renamed_var_1"", ""count"": ""renamed_var_2""}",semantic_preserving
a4_full,phase5b,preserving,683c944b4865cb6c,683c944b4865cb6c__preserve_idrename,Python,p02927,identifier_rename,auto_pass,yes,True,0.855,yes,True,0.861019,True,False,True,False,-0.006018999999999997,"{""d_1"": ""renamed_var_1"", ""d_2"": ""renamed_var_2""}",semantic_preserving
a4_full,phase5b,preserving,d9bda7d86d4f2e8b,d9bda7d86d4f2e8b__preserve_idrename,C++,p02700,identifier_rename,manual_required,yes,True,0.7376,yes,True,0.640875,True,False,True,False,0.09672500000000006,"{""A"": ""renamedVar1""}",semantic_preserving
a4_full,phase5b,preserving,667c4b2bf9af3b9e,667c4b2bf9af3b9e__preserve_idrename,C++,p03315,identifier_rename,auto_pass,no,False,0.452,no,False,0.361071,True,False,False,False,0.09092900000000004,"{""s"": ""renamedVar1""}",semantic_preserving
a4_full,phase5b,preserving,d0c0c43b532e1531,d0c0c43b532e1531__preserve_idrename,C++,p03293,identifier_rename,auto_pass,yes,True,0.5181,no,False,0.427439,False,True,False,True,0.09066099999999999,"{""Maxn"": ""renamedVar1"", ""Inf"": ""renamedVar2"", ""a"": ""renamedVar3""}",semantic_preserving
a4_full,phase5b,preserving,915c6b47c1804575,915c6b47c1804575__preserve_idrename,C++,p02927,identifier_rename,manual_required,yes,True,0.8701,yes,True,0.734599,True,False,True,False,0.13550099999999998,"{""M"": ""renamedVar1"", ""D"": ""renamedVar2"", ""t"": ""renamedVar3""}",semantic_preserving
a4_full,phase5b,preserving,a3d07435000e7d0c,a3d07435000e7d0c__preserve_idrename,C++,p03254,identifier_rename,auto_pass,yes,True,0.5906,no,False,0.368137,False,True,False,True,0.22246300000000002,"{""N"": ""renamedVar1"", ""x"": ""renamedVar2"", ""a"": ""renamedVar3""}",semantic_preserving
a4_full,phase5b,preserving,65026679daddd9c4,65026679daddd9c4__preserve_idrename,C++,p02696,identifier_rename,auto_pass,yes,True,0.6265,yes,True,0.69273,True,False,True,False,-0.06623000000000001,"{""aa"": ""renamedVar1"", ""i"": ""renamedVar2""}",semantic_preserving
a4_full,phase5b,preserving,16c5331c15663611,16c5331c15663611__preserve_idrename,C++,p02694,identifier_rename,auto_pass,no,False,0.2952,no,False,0.313997,True,False,False,False,-0.018797000000000008,"{""a"": ""renamedVar1"", ""s"": ""renamedVar2"", ""k"": ""renamedVar3""}",semantic_preserving
a4_full,phase5b,preserving,abcc347bada723a0,abcc347bada723a0__preserve_idrename,C++,p02701,identifier_rename,manual_required,no,False,0.2743,no,False,0.266759,True,False,False,False,0.007540999999999964,"{""n"": ""renamedVar1"", ""s"": ""renamedVar2"", ""zz"": ""renamedVar3""}",semantic_preserving
a4_full,phase5b,preserving,da23e4f930a96b3f,da23e4f930a96b3f__preserve_idrename,C++,p02898,identifier_rename,auto_pass,yes,True,0.7316,no,False,0.495513,False,True,False,True,0.23608700000000005,"{""N"": ""renamedVar1"", ""h"": ""renamedVar2"", ""a"": ""renamedVar3""}",semantic_preserving
a4_full,phase5b,preserving,89de705cba0b2fd3,89de705cba0b2fd3__preserve_idrename,C++,p02912,identifier_rename,manual_required,yes,True,0.8721,yes,True,0.742254,True,False,True,False,0.12984600000000002,"{""i"": ""renamedVar1"", ""i2"": ""renamedVar2"", ""i3"": ""renamedVar3""}",semantic_preserving
a4_full,phase5b,preserving,2909f08c30de3750,2909f08c30de3750__preserve_idrename,C++,p03262,identifier_rename,auto_pass,yes,True,0.7092,yes,True,0.646982,True,False,True,False,0.06221800000000011,"{""i"": ""renamedVar1"", ""n"": ""renamedVar2"", ""nn"": ""renamedVar3""}",semantic_preserving
a4_full,phase5b,preserving,79a5008344e8bc86,79a5008344e8bc86__preserve_idrename,C++,p02685,identifier_rename,manual_required,yes,True,0.7308,yes,True,0.587936,True,False,True,False,0.142864,"{""i"": ""renamedVar1"", ""j"": ""renamedVar2""}",semantic_preserving
a4_full,phase5b,preserving,1a19456dc6fcf835,1a19456dc6fcf835__preserve_idrename,C++,p02640,identifier_rename,auto_pass,yes,True,0.7358,yes,True,0.652569,True,False,True,False,0.08323100000000005,"{""x"": ""renamedVar1"", ""s"": ""renamedVar2"", ""u"": ""renamedVar3""}",semantic_preserving
a4_full,phase5b,preserving,bd4648d43dca43e0,bd4648d43dca43e0__preserve_idrename,C++,p03000,identifier_rename,auto_pass,yes,True,0.672,no,False,0.438917,False,True,False,True,0.23308300000000004,"{""N"": ""renamedVar1"", ""i"": ""renamedVar2"", ""result"": ""renamedVar3""}",semantic_preserving
a4_full,phase5b,preserving,842a4c0c5615af41,842a4c0c5615af41__preserve_idrename,C++,p02852,identifier_rename,manual_required,yes,True,0.7679,yes,True,0.755989,True,False,True,False,0.011911000000000005,"{""N"": ""renamedVar1"", ""S"": ""renamedVar2"", ""flag"": ""renamedVar3""}",semantic_preserving
a4_full,phase5b,preserving,985a9c941871beb0,985a9c941871beb0__preserve_idrename,C++,p02797,identifier_rename,manual_required,yes,True,0.9605,yes,True,0.861028,True,False,True,False,0.099472,"{""k"": ""renamedVar1"", ""mx"": ""renamedVar2"", ""i"": ""renamedVar3""}",semantic_preserving
a4_full,phase5b,preserving,fb99e319252f2031,fb99e319252f2031__preserve_idrename,C++,p02741,identifier_rename,manual_required,yes,True,0.5356,yes,True,0.594568,True,False,True,False,-0.05896800000000002,"{""i"": ""renamedVar1""}",semantic_preserving
a4_full,phase5b,preserving,d581815418c7e597,d581815418c7e597__preserve_idrename,C++,p02612,identifier_rename,manual_required,yes,True,0.913,yes,True,0.780687,True,False,True,False,0.13231300000000001,"{""n"": ""renamedVar1""}",semantic_preserving
a4_full,phase5b,preserving,2557c26a26419c91,2557c26a26419c91__preserve_idrename,C++,p02985,identifier_rename,auto_pass,yes,True,0.8578,yes,True,0.866191,True,False,True,False,-0.008391000000000037,"{""book"": ""renamedVar1"", ""son"": ""renamedVar2"", ""mod"": ""renamedVar3""}",semantic_preserving
a4_full,phase5b,preserving,e81e53daaa872734,e81e53daaa872734__preserve_idrename,C++,p02823,identifier_rename,manual_required,no,False,0.4879,no,False,0.43496,True,False,False,False,0.05293999999999999,"{""i"": ""renamedVar1"", ""n"": ""renamedVar2""}",semantic_preserving
a4_full,phase5b,preserving,252a2a6a872d7c16,252a2a6a872d7c16__preserve_idrename,C++,p02775,identifier_rename,auto_pass,yes,True,0.9168,yes,True,0.886221,True,False,True,False,0.030578999999999912,"{""n"": ""renamedVar1"", ""flag"": ""renamedVar2"", ""i"": ""renamedVar3""}",semantic_preserving
a4_full,phase5b,preserving,a5880457ed30afb8,a5880457ed30afb8__preserve_idrename,C++,p03162,identifier_rename,manual_required,yes,True,0.9513,yes,True,0.949943,True,False,True,False,0.0013570000000000526,"{""N"": ""renamedVar1"", ""M"": ""renamedVar2"", ""MOD"": ""renamedVar3""}",semantic_preserving
a4_full,phase5b,preserving,6b556cb43ec86e2c,6b556cb43ec86e2c__preserve_idrename,C++,p03267,identifier_rename,auto_pass,yes,True,0.5462,no,False,0.442395,False,True,False,True,0.10380500000000004,"{""L"": ""renamedVar1"", ""M"": ""renamedVar2"", ""N"": ""renamedVar3""}",semantic_preserving
a4_full,phase5b,preserving,ce0ab7822f2dbdd2,ce0ab7822f2dbdd2__preserve_idrename,C++,p02419,identifier_rename,auto_pass,no,False,0.1051,no,False,0.079754,True,False,False,False,0.025345999999999994,"{""ch"": ""renamedVar1"", ""W"": ""renamedVar2"", ""i"": ""renamedVar3""}",semantic_preserving
a4_full,phase5b,preserving,5fb03a234a88bb66,5fb03a234a88bb66__preserve_idrename,C++,p02957,identifier_rename,auto_pass,yes,True,0.8296,yes,True,0.758135,True,False,True,False,0.071465,"{""a"": ""renamedVar1"", ""p"": ""renamedVar2"", ""q"": ""renamedVar3""}",semantic_preserving
a4_full,phase5b,preserving,14c63a8170301676,14c63a8170301676__preserve_idrename,Go,p03206,identifier_rename,manual_required,yes,True,0.8937,yes,True,0.842138,True,False,True,False,0.051562,"{""scanner"": ""renamedVar1"", ""stringInput"": ""renamedVar2"", ""err"": ""renamedVar3""}",semantic_preserving
a4_full,phase5b,preserving,0a7ee5cd155e0464,0a7ee5cd155e0464__preserve_idrename,Go,p02927,identifier_rename,manual_required,yes,True,0.9429,yes,True,0.945223,True,False,True,False,-0.002323000000000075,"{""d1"": ""renamedVar1""}",semantic_preserving
a4_full,phase5b,preserving,46f9156e2a6bebb6,46f9156e2a6bebb6__preserve_idrename,Go,p02912,identifier_rename,manual_required,no,False,0.2928,no,False,0.304408,True,False,False,False,-0.011608000000000007,"{""item"": ""renamedVar1"", ""buf"": ""renamedVar2"", ""slice"": ""renamedVar3""}",semantic_preserving
a4_full,phase5b,preserving,f30ea2ae90715f6d,f30ea2ae90715f6d__preserve_idrename,Go,p02797,identifier_rename,manual_required,yes,True,0.9094,yes,True,0.910463,True,False,True,False,-0.0010630000000000361,"{""strs"": ""renamedVar1""}",semantic_preserving
a4_full,phase5b,preserving,a21cd3722e0ba534,a21cd3722e0ba534__preserve_idrename,Go,p02985,identifier_rename,manual_required,yes,True,0.8432,yes,True,0.807001,True,False,True,False,0.03619899999999998,"{""scanner"": ""renamedVar1"", ""nodes"": ""renamedVar2"", ""mod"": ""renamedVar3""}",semantic_preserving
a4_full,phase5b,preserving,2fa5a5b592becc33,2fa5a5b592becc33__preserve_idrename,Go,p02898,identifier_rename,manual_required,yes,True,0.8081,yes,True,0.811853,True,False,True,False,-0.0037530000000000063,"{""list"": ""renamedVar1"", ""count"": ""renamedVar2""}",semantic_preserving
a4_full,phase5b,preserving,e41cc8a5db397f54,e41cc8a5db397f54__preserve_idrename,Go,p02699,identifier_rename,manual_required,yes,True,0.833,yes,True,0.833918,True,False,True,False,-0.0009180000000000854,"{""answer"": ""renamedVar1""}",semantic_preserving
a4_full,phase5b,preserving,c26cbadfe8ea06e1,c26cbadfe8ea06e1__preserve_idrename,Go,p03267,identifier_rename,manual_required,no,False,0.4382,no,False,0.445682,True,False,False,False,-0.007482000000000044,"{""ret"": ""renamedVar1"", ""maxWeights"": ""renamedVar2"", ""weight"": ""renamedVar3""}",semantic_preserving
a4_full,phase5b,preserving,288b5652bf50e0aa,288b5652bf50e0aa__preserve_idrename,Go,p03254,identifier_rename,manual_required,yes,True,0.5588,yes,True,0.573586,True,False,True,False,-0.014786000000000077,"{""buf"": ""renamedVar1"", ""cols"": ""renamedVar2"", ""strs"": ""renamedVar3""}",semantic_preserving
a4_full,phase5b,preserving,7beeabb7532e05bc,7beeabb7532e05bc__preserve_idrename,Go,p03000,identifier_rename,manual_required,yes,True,0.5328,no,False,0.320924,False,True,False,True,0.21187600000000006,"{""sc"": ""renamedVar1"", ""sum"": ""renamedVar2""}",semantic_preserving
a4_full,phase5b,preserving,7b2f471300b303aa,7b2f471300b303aa__preserve_idrename,Go,p02612,identifier_rename,manual_required,no,False,0.1892,no,False,0.199003,True,False,False,False,-0.009803000000000006,"{""post"": ""renamedVar1"", ""pre"": ""renamedVar2"", ""div"": ""renamedVar3""}",semantic_preserving
a4_full,phase5b,preserving,7d04aa8b4bccee7d,7d04aa8b4bccee7d__preserve_idrename,Go,p02419,identifier_rename,manual_required,no,False,0.1246,no,False,0.125828,True,False,False,False,-0.001227999999999993,"{""count"": ""renamedVar1""}",semantic_preserving
a4_full,phase5b,preserving,1dd23961cc5137a8,1dd23961cc5137a8__preserve_idrename,Go,p02823,identifier_rename,manual_required,yes,True,0.8308,yes,True,0.788808,True,False,True,False,0.04199200000000003,"{""in"": ""renamedVar1"", ""err"": ""renamedVar2""}",semantic_preserving
a4_full,phase5b,preserving,2fd8bed5f5e180de,2fd8bed5f5e180de__preserve_idrename,Go,p02957,identifier_rename,manual_required,yes,True,0.5866,no,False,0.474241,False,True,False,True,0.11235899999999999,"{""sc"": ""renamedVar1"", ""sum"": ""renamedVar2""}",semantic_preserving
a4_full,phase5b,preserving,e2e3ebdd8e3fcd12,e2e3ebdd8e3fcd12__preserve_idrename,Go,p02775,identifier_rename,manual_required,yes,True,0.5458,yes,True,0.571894,True,False,True,False,-0.02609400000000006,"{""res"": ""renamedVar1"", ""dp"": ""renamedVar2"", ""num"": ""renamedVar3""}",semantic_preserving
a4_full,phase5b,preserving,282d2b3def29eda2,282d2b3def29eda2__preserve_idrename,Go,p02640,identifier_rename,manual_required,yes,True,0.8095,yes,True,0.765193,True,False,True,False,0.044306999999999985,"{""neg"": ""renamedVar1"", ""scanner"": ""renamedVar2"", ""err"": ""renamedVar3""}",semantic_preserving
a4_full,phase5b,preserving,0369d33b9d056712,0369d33b9d056712__preserve_idrename,Go,p02701,identifier_rename,manual_required,no,False,0.304,no,False,0.313149,True,False,False,False,-0.009149000000000018,"{""slice"": ""renamedVar1"", ""mp"": ""renamedVar2""}",semantic_preserving
a4_full,phase5b,preserving,7ef113cd6b0395bf,7ef113cd6b0395bf__preserve_idrename,Go,p02852,identifier_rename,manual_required,yes,True,0.5934,yes,True,0.609567,True,False,True,False,-0.01616699999999993,"{""dp"": ""renamedVar1"", ""blockSize"": ""renamedVar2"", ""blockNum"": ""renamedVar3""}",semantic_preserving
a4_full,phase5b,preserving,d5f3bf019e66b075,d5f3bf019e66b075__preserve_idrename,Go,p02685,identifier_rename,manual_required,no,False,0.4,no,False,0.434747,True,False,False,False,-0.03474699999999997,"{""list"": ""renamedVar1"", ""str"": ""renamedVar2"", ""rtn"": ""renamedVar3""}",semantic_preserving
a4_full,phase5b,preserving,64c5ab2f4bf9d957,64c5ab2f4bf9d957__preserve_idrename,Go,p02399,identifier_rename,manual_required,yes,True,0.6314,yes,True,0.558549,True,False,True,False,0.072851,"{""listv"": ""renamedVar1"", ""ret"": ""renamedVar2"", ""scanner"": ""renamedVar3""}",semantic_preserving
a4_full,phase5b,preserving,a53b61f6bf590dc9,a53b61f6bf590dc9__preserve_idrename,Go,p02741,identifier_rename,manual_required,yes,True,0.6321,yes,True,0.633954,True,False,True,False,-0.0018540000000000223,"{""array"": ""renamedVar1""}",semantic_preserving
a4_full,phase5b,preserving,0d62e25fedf48833,0d62e25fedf48833__preserve_idrename,Go,p03162,identifier_rename,manual_required,yes,True,0.9024,yes,True,0.869612,True,False,True,False,0.03278799999999993,"{""sl"": ""renamedVar1"", ""max"": ""renamedVar2"", ""scan"": ""renamedVar3""}",semantic_preserving
a4_full,phase5b,preserving,4f9d69cb6a94ca01,4f9d69cb6a94ca01__preserve_idrename,Go,p02694,identifier_rename,manual_required,no,False,0.1344,no,False,0.138939,True,False,False,False,-0.004539000000000015,"{""scanner"": ""renamedVar1"", ""money"": ""renamedVar2"", ""year"": ""renamedVar3""}",semantic_preserving
a4_full,phase5b,preserving,9debef7aaa13c827,9debef7aaa13c827__preserve_idrename,Go,p03262,identifier_rename,manual_required,no,False,0.476,no,False,0.485262,True,False,False,False,-0.009262000000000048,"{""cities"": ""renamedVar1"", ""dis"": ""renamedVar2""}",semantic_preserving
a4_full,phase5b,preserving,089151f5e7341729,089151f5e7341729__preserve_idrename,JavaScript,p02898,identifier_rename,auto_pass,yes,True,0.69,yes,True,0.604031,True,False,True,False,0.08596899999999996,"{""IN"": ""renamedVar1"", ""list"": ""renamedVar2""}",semantic_preserving
a4_full,phase5b,preserving,59256ecdbda35f77,59256ecdbda35f77__preserve_idrename,JavaScript,p02912,identifier_rename,auto_pass,no,False,0.3259,no,False,0.349592,True,False,False,False,-0.02369199999999999,"{""idx"": ""renamedVar1"", ""parent"": ""renamedVar2"", ""val"": ""renamedVar3""}",semantic_preserving
a4_full,phase5b,preserving,aea0af2dcac64e49,aea0af2dcac64e49__preserve_idrename,JavaScript,p02699,identifier_rename,auto_pass,no,False,0.4454,no,False,0.455431,True,False,False,False,-0.010030999999999957,"{""split"": ""renamedVar1"", ""sheep"": ""renamedVar2"", ""elf"": ""renamedVar3""}",semantic_preserving
a4_full,phase5b,preserving,35f2af3c7a290c8a,35f2af3c7a290c8a__preserve_idrename,JavaScript,p03206,identifier_rename,auto_pass,yes,True,0.7612,yes,True,0.765532,True,False,True,False,-0.0043320000000000025,"{""day"": ""renamedVar1""}",semantic_preserving
a4_full,phase5b,preserving,fd8279e7a0d30f31,fd8279e7a0d30f31__preserve_idrename,JavaScript,p02775,identifier_rename,auto_pass,yes,True,0.7037,yes,True,0.73628,True,False,True,False,-0.03258000000000005,"{""vec_N"": ""renamedVar1"", ""vec_tf"": ""renamedVar2"", ""num"": ""renamedVar3""}",semantic_preserving
a4_full,phase5b,preserving,ecefc144f1ba506e,ecefc144f1ba506e__preserve_idrename,JavaScript,p02985,identifier_rename,auto_pass,yes,True,0.7419,yes,True,0.759391,True,False,True,False,-0.017491000000000034,"{""nodes"": ""renamedVar1"", ""stack"": ""renamedVar2"", ""cc"": ""renamedVar3""}",semantic_preserving
a4_full,phase5b,preserving,5b9ffe45cac5dcef,5b9ffe45cac5dcef__preserve_idrename,JavaScript,p03267,identifier_rename,auto_pass,yes,True,0.6411,yes,True,0.650238,True,False,True,False,-0.00913799999999998,"{""cin"": ""renamedVar1"", ""ce"": ""renamedVar2"", ""te"": ""renamedVar3""}",semantic_preserving
a4_full,phase5b,preserving,be51e56bfd5ef570,be51e56bfd5ef570__preserve_idrename,JavaScript,p02419,identifier_rename,auto_pass,no,False,0.2976,no,False,0.31183,True,False,False,False,-0.01423000000000002,"{""ws"": ""renamedVar1"", ""str"": ""renamedVar2"", ""sep"": ""renamedVar3""}",semantic_preserving
a4_full,phase5b,preserving,5a0835cb444f08ae,5a0835cb444f08ae__preserve_idrename,JavaScript,p03162,identifier_rename,auto_pass,yes,True,0.9854,yes,True,0.9871,True,False,True,False,-0.0016999999999999238,"{""maxs"": ""renamedVar1"", ""maxsub"": ""renamedVar2"", ""tmp"": ""renamedVar3""}",semantic_preserving
a4_full,phase5b,preserving,76bc1795ffa5932c,76bc1795ffa5932c__preserve_idrename,JavaScript,p02797,identifier_rename,auto_pass,yes,True,0.7073,yes,True,0.715405,True,False,True,False,-0.008104999999999918,"{""list"": ""renamedVar1"", ""no"": ""renamedVar2""}",semantic_preserving
a4_full,phase5b,preserving,0e413612fa1096d9,0e413612fa1096d9__preserve_idrename,JavaScript,p02696,identifier_rename,auto_pass,yes,True,0.8004,yes,True,0.706934,True,False,True,False,0.09346600000000005,"{""max"": ""renamedVar1"", ""border"": ""renamedVar2"", ""now"": ""renamedVar3""}",semantic_preserving
a4_full,phase5b,preserving,9651bda37cc192f8,9651bda37cc192f8__preserve_idrename,JavaScript,p02927,identifier_rename,auto_pass,yes,True,0.7974,yes,True,0.796244,True,False,True,False,0.0011560000000000459,"{""answer"": ""renamedVar1"", ""count"": ""renamedVar2"", ""number"": ""renamedVar3""}",semantic_preserving
a4_full,phase5b,preserving,11f877dbc473818c,11f877dbc473818c__preserve_idrename,JavaScript,p02700,identifier_rename,auto_pass,no,False,0.416,no,False,0.428358,True,False,False,False,-0.012358000000000036,"{""h1"": ""renamedVar1"", ""s1"": ""renamedVar2"", ""h2"": ""renamedVar3""}",semantic_preserving
a4_full,phase5b,preserving,b1c2e481bebb96d8,b1c2e481bebb96d8__preserve_idrename,JavaScript,p02881,identifier_rename,auto_pass,yes,True,0.5033,yes,True,0.514331,True,False,True,False,-0.011031000000000013,"{""prime"": ""renamedVar1"", ""step"": ""renamedVar2"", ""limit"": ""renamedVar3""}",semantic_preserving
a4_full,phase5b,preserving,9f9a3ebce5c12a17,9f9a3ebce5c12a17__preserve_idrename,JavaScript,p02685,identifier_rename,auto_pass,yes,True,0.7077,yes,True,0.725455,True,False,True,False,-0.017754999999999965,"{""cin"": ""renamedVar1"", ""mod"": ""renamedVar2"", ""max"": ""renamedVar3""}",semantic_preserving
a4_full,phase5b,preserving,da25ea3ba4cffb11,da25ea3ba4cffb11__preserve_idrename,JavaScript,p02852,identifier_rename,auto_pass,no,False,0.4609,no,False,0.464013,True,False,False,False,-0.0031130000000000324,"{""ansArray"": ""renamedVar1"", ""presentIdx"": ""renamedVar2""}",semantic_preserving
a4_full,phase5b,preserving,a8deed027c254394,a8deed027c254394__preserve_idrename,JavaScript,p03131,identifier_rename,auto_pass,yes,True,0.7903,yes,True,0.811215,True,False,True,False,-0.020915000000000017,"{""num1str"": ""renamedVar1"", ""num2str"": ""renamedVar2"", ""L1"": ""renamedVar3""}",semantic_preserving
